0	0.0383882	0.0383882
0.01	0.0380057	0.0380057
0.02	0.0376256	0.0376256
0.03	0.0372482	0.0372482
0.04	0.0368733	0.0368733
0.05	0.036501	0.036501
0.06	0.0361312	0.0361312
0.07	0.0357639	0.0357639
0.08	0.0353991	0.0353991
0.09	0.0350368	0.0350368
0.1	0.0346769	0.0346769
0.11	0.0343196	0.0343196
0.12	0.0339646	0.0339646
0.13	0.0336121	0.0336121
0.14	0.0332621	0.0332621
0.15	0.0329144	0.0329144
0.16	0.0325692	0.0325692
0.17	0.0322263	0.0322263
0.18	0.0318858	0.0318858
0.19	0.0315477	0.0315477
0.2	0.0312119	0.0312119
0.21	0.0308785	0.0308785
0.22	0.0305473	0.0305473
0.23	0.0302185	0.0302185
0.24	0.029892	0.029892
0.25	0.0295678	0.0295678
0.26	0.0292458	0.0292458
0.27	0.0289262	0.0289262
0.28	0.0286087	0.0286087
0.29	0.0282935	0.0282935
0.3	0.0279806	0.0279806
0.31	0.0276698	0.0276698
0.32	0.0273612	0.0273612
0.33	0.0270549	0.0270549
0.34	0.0267507	0.0267507
0.35	0.0264487	0.0264487
0.36	0.0261488	0.0261488
0.37	0.0258511	0.0258511
0.38	0.0255555	0.0255555
0.39	0.0252621	0.0252621
0.4	0.0249707	0.0249707
0.41	0.0246815	0.0246815
0.42	0.0243943	0.0243943
0.43	0.0241092	0.0241092
0.44	0.0238262	0.0238262
0.45	0.0235452	0.0235452
0.46	0.0232663	0.0232663
0.47	0.0229894	0.0229894
0.48	0.0227145	0.0227145
0.49	0.0224417	0.0224417
0.5	0.0221708	0.0221708
0.51	0.0219019	0.0219019
0.52	0.021635	0.021635
0.53	0.0213701	0.0213701
0.54	0.0211071	0.0211071
0.55	0.0208461	0.0208461
0.56	0.020587	0.020587
0.57	0.0203298	0.0203298
0.58	0.0200746	0.0200746
0.59	0.0198212	0.0198212
0.6	0.0195697	0.0195697
0.61	0.0193202	0.0193202
0.62	0.0190725	0.0190725
0.63	0.0188266	0.0188266
0.64	0.0185826	0.0185826
0.65	0.0183404	0.0183404
0.66	0.0181001	0.0181001
0.67	0.0178616	0.0178616
0.68	0.0176249	0.0176249
0.69	0.01739	0.01739
0.7	0.0171569	0.0171569
0.71	0.0169256	0.0169256
0.72	0.016696	0.016696
0.73	0.0164682	0.0164682
0.74	0.0162422	0.0162422
0.75	0.0160179	0.0160179
0.76	0.0157953	0.0157953
0.77	0.0155745	0.0155745
0.78	0.0153553	0.0153553
0.79	0.0151379	0.0151379
0.8	0.0149221	0.0149221
0.81	0.0147081	0.0147081
0.82	0.0144957	0.0144957
0.83	0.014285	0.014285
0.84	0.0140759	0.0140759
0.85	0.0138685	0.0138685
0.86	0.0136627	0.0136627
0.87	0.0134585	0.0134585
0.88	0.013256	0.013256
0.89	0.0130551	0.0130551
0.9	0.0128558	0.0128558
0.91	0.012658	0.012658
0.92	0.0124619	0.0124619
0.93	0.0122673	0.0122673
0.94	0.0120743	0.0120743
0.95	0.0118828	0.0118828
0.96	0.0116929	0.0116929
0.97	0.0115045	0.0115045
0.98	0.0113176	0.0113176
0.99	0.0111323	0.0111323
1	0.0109485	0.0109485
1.01	0.0107661	0.0107661
1.02	0.0105853	0.0105853
1.03	0.010406	0.010406
1.04	0.0102281	0.0102281
1.05	0.0100517	0.0100517
1.06	0.00987677	0.00987677
1.07	0.00970328	0.00970328
1.08	0.00953123	0.00953123
1.09	0.00936062	0.00936062
1.1	0.00919144	0.00919144
1.11	0.00902367	0.00902367
1.12	0.00885731	0.00885731
1.13	0.00869235	0.00869235
1.14	0.00852878	0.00852878
1.15	0.0083666	0.0083666
1.16	0.0082058	0.0082058
1.17	0.00804636	0.00804636
1.18	0.00788829	0.00788829
1.19	0.00773157	0.00773157
1.2	0.00757619	0.00757619
1.21	0.00742215	0.00742215
1.22	0.00726944	0.00726944
1.23	0.00711805	0.00711805
1.24	0.00696797	0.00696797
1.25	0.0068192	0.0068192
1.26	0.00667172	0.00667172
1.27	0.00652554	0.00652554
1.28	0.00638064	0.00638064
1.29	0.00623701	0.00623701
1.3	0.00609465	0.00609465
1.31	0.00595356	0.00595356
1.32	0.00581371	0.00581371
1.33	0.00567511	0.00567511
1.34	0.00553774	0.00553774
1.35	0.00540161	0.00540161
1.36	0.00526669	0.00526669
1.37	0.005133	0.005133
1.38	0.00500051	0.00500051
1.39	0.00486922	0.00486922
1.4	0.00473912	0.00473912
1.41	0.00461021	0.00461021
1.42	0.00448248	0.00448248
1.43	0.00435592	0.00435592
1.44	0.00423053	0.00423053
1.45	0.00410629	0.00410629
1.46	0.00398321	0.00398321
1.47	0.00386127	0.00386127
1.48	0.00374046	0.00374046
1.49	0.00362078	0.00362078
1.5	0.00350223	0.00350223
1.51	0.0033848	0.0033848
1.52	0.00326847	0.00326847
1.53	0.00315324	0.00315324
1.54	0.00303911	0.00303911
1.55	0.00292607	0.00292607
1.56	0.00281412	0.00281412
1.57	0.00270323	0.00270323
1.58	0.00259342	0.00259342
1.59	0.00248467	0.00248467
1.6	0.00237697	0.00237697
1.61	0.00227033	0.00227033
1.62	0.00216472	0.00216472
1.63	0.00206015	0.00206015
1.64	0.00195661	0.00195661
1.65	0.0018541	0.0018541
1.66	0.0017526	0.0017526
1.67	0.00165211	0.00165211
1.68	0.00155263	0.00155263
1.69	0.00145414	0.00145414
1.7	0.00135665	0.00135665
1.71	0.00126014	0.00126014
1.72	0.00116461	0.00116461
1.73	0.00107005	0.00107005
1.74	0.000976463	0.000976463
1.75	0.000883833	0.000883833
1.76	0.000792159	0.000792159
1.77	0.000701432	0.000701432
1.78	0.000611649	0.000611649
1.79	0.000522801	0.000522801
1.8	0.000434885	0.000434885
1.81	0.000347893	0.000347893
1.82	0.000261819	0.000261819
1.83	0.000176659	0.000176659
1.84	9.2405e-05	9.2405e-05
1.85	9.05241e-06	9.05241e-06
1.86	-7.34048e-05	-7.34048e-05
1.87	-0.000154973	-0.000154973
1.88	-0.000235656	-0.000235656
1.89	-0.000315462	-0.000315462
1.9	-0.000394396	-0.000394396
1.91	-0.000472463	-0.000472463
1.92	-0.000549668	-0.000549668
1.93	-0.000626018	-0.000626018
1.94	-0.000701518	-0.000701518
1.95	-0.000776174	-0.000776174
1.96	-0.000849991	-0.000849991
1.97	-0.000922975	-0.000922975
1.98	-0.000995131	-0.000995131
1.99	-0.00106646	-0.00106646
2	-0.00113698	-0.00113698
2.01	-0.00120669	-0.00120669
2.02	-0.00127558	-0.00127558
2.03	-0.00134368	-0.00134368
2.04	-0.00141098	-0.00141098
2.05	-0.00147749	-0.00147749
2.06	-0.00154322	-0.00154322
2.07	-0.00160817	-0.00160817
2.08	-0.00167234	-0.00167234
2.09	-0.00173574	-0.00173574
2.1	-0.00179838	-0.00179838
2.11	-0.00186026	-0.00186026
2.12	-0.00192138	-0.00192138
2.13	-0.00198176	-0.00198176
2.14	-0.00204139	-0.00204139
2.15	-0.00210028	-0.00210028
2.16	-0.00215844	-0.00215844
2.17	-0.00221587	-0.00221587
2.18	-0.00227258	-0.00227258
2.19	-0.00232856	-0.00232856
2.2	-0.00238384	-0.00238384
2.21	-0.0024384	-0.0024384
2.22	-0.00249226	-0.00249226
2.23	-0.00254542	-0.00254542
2.24	-0.00259788	-0.00259788
2.25	-0.00264965	-0.00264965
2.26	-0.00270074	-0.00270074
2.27	-0.00275115	-0.00275115
2.28	-0.00280088	-0.00280088
2.29	-0.00284994	-0.00284994
2.3	-0.00289834	-0.00289834
2.31	-0.00294607	-0.00294607
2.32	-0.00299315	-0.00299315
2.33	-0.00303957	-0.00303957
2.34	-0.00308534	-0.00308534
2.35	-0.00313047	-0.00313047
2.36	-0.00317497	-0.00317497
2.37	-0.00321882	-0.00321882
2.38	-0.00326205	-0.00326205
2.39	-0.00330465	-0.00330465
2.4	-0.00334663	-0.00334663
2.41	-0.00338799	-0.00338799
2.42	-0.00342874	-0.00342874
2.43	-0.00346889	-0.00346889
2.44	-0.00350843	-0.00350843
2.45	-0.00354737	-0.00354737
2.46	-0.00358571	-0.00358571
2.47	-0.00362346	-0.00362346
2.48	-0.00366063	-0.00366063
2.49	-0.00369721	-0.00369721
2.5	-0.00373322	-0.00373322
2.51	-0.00376865	-0.00376865
2.52	-0.00380351	-0.00380351
2.53	-0.00383781	-0.00383781
2.54	-0.00387154	-0.00387154
2.55	-0.00390472	-0.00390472
2.56	-0.00393735	-0.00393735
2.57	-0.00396942	-0.00396942
2.58	-0.00400095	-0.00400095
2.59	-0.00403194	-0.00403194
2.6	-0.00406239	-0.00406239
2.61	-0.0040923	-0.0040923
2.62	-0.00412169	-0.00412169
2.63	-0.00415055	-0.00415055
2.64	-0.00417889	-0.00417889
2.65	-0.00420672	-0.00420672
2.66	-0.00423402	-0.00423402
2.67	-0.00426082	-0.00426082
2.68	-0.00428712	-0.00428712
2.69	-0.00431291	-0.00431291
2.7	-0.0043382	-0.0043382
2.71	-0.00436299	-0.00436299
2.72	-0.0043873	-0.0043873
2.73	-0.00441112	-0.00441112
2.74	-0.00443445	-0.00443445
2.75	-0.00445731	-0.00445731
2.76	-0.00447969	-0.00447969
2.77	-0.00450159	-0.00450159
2.78	-0.00452303	-0.00452303
2.79	-0.004544	-0.004544
2.8	-0.00456451	-0.00456451
2.81	-0.00458456	-0.00458456
2.82	-0.00460416	-0.00460416
2.83	-0.00462331	-0.00462331
2.84	-0.004642	-0.004642
2.85	-0.00466026	-0.00466026
2.86	-0.00467807	-0.00467807
2.87	-0.00469545	-0.00469545
2.88	-0.00471239	-0.00471239
2.89	-0.0047289	-0.0047289
2.9	-0.00474499	-0.00474499
2.91	-0.00476065	-0.00476065
2.92	-0.00477589	-0.00477589
2.93	-0.00479072	-0.00479072
2.94	-0.00480513	-0.00480513
2.95	-0.00481913	-0.00481913
2.96	-0.00483272	-0.00483272
2.97	-0.00484591	-0.00484591
2.98	-0.0048587	-0.0048587
2.99	-0.0048711	-0.0048711
3	-0.0048831	-0.0048831
3.01	-0.00489471	-0.00489471
3.02	-0.00490593	-0.00490593
3.03	-0.00491676	-0.00491676
3.04	-0.00492722	-0.00492722
3.05	-0.0049373	-0.0049373
3.06	-0.004947	-0.004947
3.07	-0.00495633	-0.00495633
3.08	-0.00496529	-0.00496529
3.09	-0.00497389	-0.00497389
3.1	-0.00498213	-0.00498213
3.11	-0.00499	-0.00499
3.12	-0.00499752	-0.00499752
3.13	-0.00500468	-0.00500468
3.14	-0.0050115	-0.0050115
3.15	-0.00501796	-0.00501796
3.16	-0.00502408	-0.00502408
3.17	-0.00502986	-0.00502986
3.18	-0.00503531	-0.00503531
3.19	-0.00504041	-0.00504041
3.2	-0.00504518	-0.00504518
3.21	-0.00504963	-0.00504963
3.22	-0.00505374	-0.00505374
3.23	-0.00505753	-0.00505753
3.24	-0.005061	-0.005061
3.25	-0.00506415	-0.00506415
3.26	-0.00506699	-0.00506699
3.27	-0.00506951	-0.00506951
3.28	-0.00507172	-0.00507172
3.29	-0.00507362	-0.00507362
3.3	-0.00507522	-0.00507522
3.31	-0.00507651	-0.00507651
3.32	-0.00507751	-0.00507751
3.33	-0.00507821	-0.00507821
3.34	-0.00507862	-0.00507862
3.35	-0.00507873	-0.00507873
3.36	-0.00507855	-0.00507855
3.37	-0.00507809	-0.00507809
3.38	-0.00507735	-0.00507735
3.39	-0.00507632	-0.00507632
3.4	-0.00507502	-0.00507502
3.41	-0.00507343	-0.00507343
3.42	-0.00507158	-0.00507158
3.43	-0.00506946	-0.00506946
3.44	-0.00506706	-0.00506706
3.45	-0.0050644	-0.0050644
3.46	-0.00506148	-0.00506148
3.47	-0.0050583	-0.0050583
3.48	-0.00505485	-0.00505485
3.49	-0.00505116	-0.00505116
3.5	-0.00504721	-0.00504721
3.51	-0.005043	-0.005043
3.52	-0.00503855	-0.00503855
3.53	-0.00503385	-0.00503385
3.54	-0.00502891	-0.00502891
3.55	-0.00502373	-0.00502373
3.56	-0.00501831	-0.00501831
3.57	-0.00501265	-0.00501265
3.58	-0.00500676	-0.00500676
3.59	-0.00500063	-0.00500063
3.6	-0.00499427	-0.00499427
3.61	-0.00498769	-0.00498769
3.62	-0.00498088	-0.00498088
3.63	-0.00497385	-0.00497385
3.64	-0.0049666	-0.0049666
3.65	-0.00495913	-0.00495913
3.66	-0.00495144	-0.00495144
3.67	-0.00494354	-0.00494354
3.68	-0.00493542	-0.00493542
3.69	-0.0049271	-0.0049271
3.7	-0.00491857	-0.00491857
3.71	-0.00490983	-0.00490983
3.72	-0.00490089	-0.00490089
3.73	-0.00489175	-0.00489175
3.74	-0.00488241	-0.00488241
3.75	-0.00487287	-0.00487287
3.76	-0.00486314	-0.00486314
3.77	-0.00485321	-0.00485321
3.78	-0.0048431	-0.0048431
3.79	-0.00483279	-0.00483279
3.8	-0.0048223	-0.0048223
3.81	-0.00481162	-0.00481162
3.82	-0.00480076	-0.00480076
3.83	-0.00478972	-0.00478972
3.84	-0.0047785	-0.0047785
3.85	-0.00476711	-0.00476711
3.86	-0.00475554	-0.00475554
3.87	-0.00474379	-0.00474379
3.88	-0.00473188	-0.00473188
3.89	-0.0047198	-0.0047198
3.9	-0.00470755	-0.00470755
3.91	-0.00469513	-0.00469513
3.92	-0.00468255	-0.00468255
3.93	-0.00466982	-0.00466982
3.94	-0.00465692	-0.00465692
3.95	-0.00464386	-0.00464386
3.96	-0.00463065	-0.00463065
3.97	-0.00461728	-0.00461728
3.98	-0.00460376	-0.00460376
3.99	-0.0045901	-0.0045901
4	-0.00457628	-0.00457628
4.01	-0.00456232	-0.00456232
4.02	-0.00454821	-0.00454821
4.03	-0.00453396	-0.00453396
4.04	-0.00451956	-0.00451956
4.05	-0.00450503	-0.00450503
4.06	-0.00449036	-0.00449036
4.07	-0.00447555	-0.00447555
4.08	-0.00446061	-0.00446061
4.09	-0.00444554	-0.00444554
4.1	-0.00443033	-0.00443033
4.11	-0.004415	-0.004415
4.12	-0.00439954	-0.00439954
4.13	-0.00438395	-0.00438395
4.14	-0.00436824	-0.00436824
4.15	-0.00435241	-0.00435241
4.16	-0.00433645	-0.00433645
4.17	-0.00432038	-0.00432038
4.18	-0.00430418	-0.00430418
4.19	-0.00428787	-0.00428787
4.2	-0.00427145	-0.00427145
4.21	-0.00425491	-0.00425491
4.22	-0.00423827	-0.00423827
4.23	-0.00422151	-0.00422151
4.24	-0.00420464	-0.00420464
4.25	-0.00418767	-0.00418767
